Comment,Label
"Ring the doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell, doorbell Long, long, long, long, long, long, long, long, long, long, long, long, long day. kan ka kan kan ka kan ka kan ka ka ka ka ka ka ka kaka kak kak kak kak kak khan kak khan kak khan k k k k k k k k k k k k k k k k k h k n k n k n k n k n k n k nk k k k k k k k kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk” Khroon, waiting, AA, prae, khrok, khrok, kahakahahahahahahahahahahahahahahahahahadiahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahmit,, huah, kham, foreign tickets, bang kaem Read Naviyanyanyanyanattattattattayuyanyanyannyarrarayrayarrayrayarrayrarayrarayrratejttettededededededede But it's been a long time since I've heard of it. People with good names, worth talking to, some cows, wai, kayon, ary, y, y, y, y, y, y, y, y, y, y, y, y, ya, y, y, y, y, y, y, y, y, y, y, y kayon, yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyoppppppp We are fighting and fighting, some are rumored, some of them are still fighting in Thailand, but China is still there. What is it worth writing about? Rummattamatterutttttttokkesao wrote three pillars of wa wee wee wee wee wee wee wee wee wee wee Read, read, wait, we will search. Looks familiar to Mr. America.",neutral
3.1b views!!!!!,positive
#Adele! At Rock In Rio [Rio de Janeiro - 2024] Brazil!,positive
"Yeah this song should have been called ""bad reception""",negative
"Adel has an angelic, wonderful voice.💗💗💗",positive
"It sound's a A,A song too me like making amends and growing and moving on with life it's Just what I hear she's truely amazing Lady to be amazing song too me",positive
"❤I fell in love with you,The Warrior And t😮Witch❤, To the Roof we go crazy,on top of the world❤",positive
❤❤❤ Adele The Best Music Thank yuo T.Finland ❤❤❤,positive
Hi,neutral
Who is listening in 2024,neutral
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side

I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart

But it don't matter, it clearly doesn't tear you apart anymore",negative
Adele is the second birth of Madonna...,negative
so hello!! from the other side,neutral
it s no secret that the both of us,neutral
goodbye mylsef i m sorry,negative
can u hear me out,neutral
the rain,neutral
i set fire to,negative
ooouuh i love this ssoooonngg,positive
hello 😊,positive
18m likesss,positive
helloosod,neutral
hello😪😪😪😪,negative
I love this song,positive
Forever my heart ❤❤,positive
2015 forever 😢❤,positive
❤❤ 2024,positive
"I think you have the best voice in the world. I wonder what it would be like if you sang a Turkish song? In one word, PERFECT.",positive
dont care about him.... he is not home,negative
Masterpiece,positive
Who listens to this masterpiece in 2024?❤,positive
2024❤️⭐,positive
OF NEH JUST TO ADELE,neutral
Hello 2024,neutral
"Hello everyone, it’s my fucking birthday today !",negative
"i get lost inside the beauty of her voice, everytime fallen under til i come up for air wow",positive
who is listening 🎧 in 2024,neutral
Hello❤,positive
Hello 2024,neutral
"The most monumental display of cathartic, mind blowing, soul engulfing anguish ever set to music.",positive
"Hello, listening for the 5th time in a row on the car ride home",positive
only here because of skyfall tbh,neutral
Hearing it again in 2024 immediately felt deja vu but in what year I forgot,neutral
Who is listening in 2025,neutral
Breaking the frame ❤️❤️❤️,positive
This song is so powerful,positive
Video ruined the song,negative
Why not them why me while I share story Céline Dion News feed Chantal Lajeunesse share thank you for your listening quick response thank you IS me youtube Chantal Lajeunesse share thank you for your listening quick response thank you very much for your quick response thank you frend Céline Dion Feed news Chantal Lajeunesse yes IS Time to go now hundred year ego now good for your birthday cake with black olives email address my CV as well as the people of RTBF there peace in Europe share thank you ❤❤❤❤❤❤❤❤ hello 😅😅😅😅😅😅😅 year other times year 80 videos magnificent landscapes of Europe share there peace in Europe share Abba wifi in Europe share year sixty seventy eighty IS very good for youtube number One in the Europe share thank you,positive
hellö it s me,neutral
wo is watching,neutral
Oh marshmellow,positive
Im listening loud and clear,positive
2024 and I’m here❤,positive
,neutral
"Ooh yeah, this version is way better than Bobby Lee's version.",positive
Hi everyone,neutral
"Usually the word Hello is translated as the first greeting to a stranger, lol",neutral
I am but how stills license to Taylor swift put a heart amount of money 💵  if you do,neutral
Go[d song,positive
Shane,neutral
Beautiful song ❤,positive
Hello?!!does anyone hear me ???,neutral
Hi!!,neutral
Incredible content as always! 🚀,positive
https://youtu.be/1Ij9V1ym8g0?si=C2pBopf8Mg5F-ADg,neutral
Youngboy brought me here- Show Me Your Love,positive
That's a long intro for no reason,negative
"WAR BUYS, BUT WHO'S SELLING?

The war machine, takes your green.
Your green machine, yeah in the red.
Machine is red lined, now your money blows.
In the black, your leaders cash flows.

WAR buys, life too death.
WAR buys, the great divide.
WAR buys, the afterlife.
WAR buys, no good return.

But who's selling?

The pure and innocent.
They have such vigilance.
Metals shall be your Valor.
Stars in the sky shall flower.

WAR buys, but who's selling?
WAR cries, your body dies.
WAR buys, but who's selling?
WAR dies, severed ties.

It's all such a truth.
An eye for an eye.
And a tooth for a tooth.
You gotta believe in karma.

So come on people.
What comes around, goes around.
Surround and be profound.
Yeah, yeah, yeah.
Kick the hell out of the warhounds!
Yeah, good buy!

Hi, it's me.
Mary schmidt 
🕌",negative
So many time travellers in the comments,neutral
Hello then apologies accepted he says I guess ❤ that’s a voice that it’s like took me like 2 months to get it but I did I did gorgeous ❤❤❤,positive
FRL ❤,positive
M.  B. Usy,neutral
Later,neutral
Thanks,positive
Goosejection,neutral
Hello 😂😂😂,positive
Who is listening in 2024🎉❤,neutral
She is my favorite  singer so much talent  beautiful  lady bless her,positive
"❤Just going to listen to the music now,❤And hold fast to Love.",positive
Life happens....we loose love and break up with lovers we never imagined we would 😢😢,negative
Why does a white girl suffer over a Black guy? It is not right. The hen must have a rooster. Kitty with a cat. There is no need to mix the unmixable. The cat will not be happy with the dog. White with white. Black with black. That's right.,negative
٢٠٢٤,neutral
A gain Adel I'm here a gain 2024😢😢😢,negative
I'm here In ❤2024 a gain a gain a gain 😢😢😢😢 forever,negative
Rasta I was here,neutral
Adele - the greatest of our century ❤,positive
Who's looking at 2024 but hearts ❤❤❤,positive
amongst the best song of a Legend.,positive
I'm a fan,positive
Good❤,positive
Hello,neutral
Hello ❤,positive
Its godlike. Greetings from Russia!,positive
HK,neutral
Beauty videos use the form below to access RTBF there peace in Europe share thank you ❤❤❤,positive
8yr ago😢,negative
This song never get old to me.,positive
Thank you my month ❤,positive
A good size of the planet its that good,positive
Who Will Still Be Listening In 2025,neutral
"Hello song
It will be spread into the 22nd century!",positive
i still cry when i listen to this song,negative
Who is listening in March 2184 too ?,neutral
"2024 and still love this song🥰 always !!This song brings so much nostalgia I was in middle school when I first heard this , and fell in love with it . Every time I listen to it to it feels  like it’s new all over again. This song gives me chills every time I hear it🤣😩❤️",positive
Who jamming to every Adele song all 2024 till forever,positive
😢 Maybe today is one of the saddest days of my life. When you dedicate a lot to someone else... you just suck.,negative
Carlos moralez avionez helicopter Carrefour day see jumbo vital orange suit use to corralonez hardware stores buloneraz anses development zocial to world that life Dioz machinez ROBOTICS easy quick make to guide play store gta that life cantry buildingz izlas yacht lanchaz dizpencer real gold rain zin chemicals beer good paltaz eternity beer florez fazo,neutral
Forever a masterpiece ❤ #year2024🎉,positive
beautiful woman),positive
This sing hit me hard. Thinking about my mom. Wishing I had more time to spend with her. Love and miss you Mom. ❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏,positive
"OH god
This is a pure art
OH god i remember when she releas this Song she broken all the Records and she fill all world by this pure art",positive
Great video.,positive
Who translates the words?,neutral
I LOVE THIS SONG,positive
"2024 ❤❤❤ 2025 ❤❤❤❤ 2026 ❤❤❤❤❤ 
👇",positive
